host,ip,port,protocol,title,domain,country,city,link,org
https://103.197.205.50,103.197.205.50,443,https,Index of /,,BD,Dhaka,https://103.197.205.50,Cosmopolitan Communications Limited
204.44.69.227,204.44.69.227,80,http,WsgiDAV - Index of / ,,US,Apple Valley,http://204.44.69.227,HostPapa
https://dist4.snake.de,80.190.68.105,443,https,Index of /,snake.de,DE,Berlin,https://dist4.snake.de,NorthC Deutschland GmbH
122.235.212.198:8888,122.235.212.198,8888,http,Index of /,,CN,Hangzhou,http://122.235.212.198:8888,Chinanet
222.79.165.51:5555,222.79.165.51,5555,http,Index of /,,CN,Quanzhou,http://222.79.165.51:5555,Chinanet
https://120.79.157.188:8443,120.79.157.188,8443,https,Index of /,,CN,Shenzhen,https://120.79.157.188:8443,"Hangzhou Alibaba Advertising Co.,Ltd."
67.230.160.85:8443,67.230.160.85,8443,http,Directory listing for /,,US,Los Angeles,http://67.230.160.85:8443,IT7 Networks Inc
83.229.121.147:8443,83.229.121.147,8443,http,Directory listing for /,,SG,Singapore,http://83.229.121.147:8443,LUCIDACLOUD LIMITED
https://macports.packages.ionic.de,145.239.234.145,443,https,Index of /,ionic.de,FR,Roubaix,https://macports.packages.ionic.de,OVH SAS
43.173.1.86:18080,43.173.1.86,18080,http,Directory listing for /,,ID,Jakarta,http://43.173.1.86:18080,"Tencent Building, Kejizhongyi Avenue"
47.91.10.95:18080,47.91.10.95,18080,http,Directory listing for /,,JP,Tokyo,http://47.91.10.95:18080,"Alibaba (US) Technology Co., Ltd."
acc.science.public.data.uu.nl,131.211.7.200,80,http,Index of / on nluu6a,uu.nl,NL,Utrecht,http://acc.science.public.data.uu.nl,SURF B.V.
https://acc.dgk.public.data.uu.nl,131.211.7.201,443,https,Index of / on nluu9a,uu.nl,NL,Utrecht,https://acc.dgk.public.data.uu.nl,SURF B.V.
119.91.196.44,119.91.196.44,80,http,Index of /,,CN,Guangzhou,http://119.91.196.44,Shenzhen Tencent Computer Systems Company Limited
191.223.212.85,191.223.212.85,80,http,Directory listing for /,,BR,Rio de Janeiro,http://191.223.212.85,DMIT Cloud Services
74.48.114.77:18080,74.48.114.77,18080,http,Directory listing for /,,US,Los Angeles,http://74.48.114.77:18080,MULTACOM CORPORATION
89.106.207.156:18080,89.106.207.156,18080,http,Directory listing for /,,NL,Amsterdam,http://89.106.207.156:18080,xTom GmbH
192.3.85.235:18080,192.3.85.235,18080,http,Directory listing for /,,US,Rancho Cucamonga,http://192.3.85.235:18080,HostPapa
154.40.47.2:8899,154.40.47.2,8899,http,Directory listing for /,,US,Los Angeles,http://154.40.47.2:8899,NetLab Global
103.12.205.176:18080,103.12.205.176,18080,http,Directory listing for /,,BD,Ishurdi,http://103.12.205.176:18080,Pico Public Cloud Limited
216.128.153.186:2096,216.128.153.186,2096,http,Directory listing for /,,US,Elk Grove Village,http://216.128.153.186:2096,"The Constant Company, LLC"
192.243.126.238:18080,192.243.126.238,18080,http,Directory listing for /,,JP,Osaka,http://192.243.126.238:18080,IT7 Networks Inc
106.52.76.207:8899,106.52.76.207,8899,http,Directory listing for /,,CN,Guangzhou,http://106.52.76.207:8899,Shenzhen Tencent Computer Systems Company Limited
216.36.82.199:18080,216.36.82.199,18080,http,Directory listing for /,,US,Chicago,http://216.36.82.199:18080,GTT Communications Inc.
61.110.5.230:8080,61.110.5.230,8080,http,Directory listing for /,,KR,Sejong,http://61.110.5.230:8080,MOACK.Co.LTD
57.128.171.44:18080,57.128.171.44,18080,http,Directory listing for /,,GB,Erith,http://57.128.171.44:18080,OVH SAS
43.153.121.144:18080,43.153.121.144,18080,http,Directory listing for /,,US,Santa Clara,http://43.153.121.144:18080,"Tencent Building, Kejizhongyi Avenue"
162.35.168.138:2096,162.35.168.138,2096,http,Directory listing for /,,US,San Jose,http://162.35.168.138:2096,"Interserver, Inc"
45.142.247.123:18080,45.142.247.123,18080,http,Directory listing for /,,DE,Berlin,http://45.142.247.123:18080,"Misaka Network, Inc."
https://213.165.43.60:4443,213.165.43.60,4443,https,Index of /,,DE,Frankfurt am Main,https://213.165.43.60:4443,Aeza Group LLC
https://xsjsymbol-out.testplus.cn,125.88.194.198,443,https,Index of /,testplus.cn,CN,Guangzhou,https://xsjsymbol-out.testplus.cn,Chinanet
46.224.177.1:8099,46.224.177.1,8099,http,Directory listing for /,,DE,Nuremberg,http://46.224.177.1:8099,Hetzner Online GmbH
47.88.107.209,47.88.107.209,80,http,Directory listing for /,,US,Los Angeles,http://47.88.107.209,"Alibaba (US) Technology Co., Ltd."
174.138.19.33:8081,174.138.19.33,8081,http,Directory listing for /,,SG,Singapore,http://174.138.19.33:8081,"DigitalOcean, LLC"
https://138.124.60.172:8443,138.124.60.172,8443,https,Index of /,,US,Charlotte,https://138.124.60.172:8443,NetCrafters OU
213.199.58.41:8081,213.199.58.41,8081,http,Directory listing for /,,FR,Lauterbourg,http://213.199.58.41:8081,Contabo GmbH
144.202.41.52:8999,144.202.41.52,8999,http,Directory listing for /,,US,Miami,http://144.202.41.52:8999,"The Constant Company, LLC"
13.115.42.219,13.115.42.219,80,http,Directory listing for /,,JP,Tokyo,http://13.115.42.219,"Amazon.com, Inc."
72.11.130.217:8000,72.11.130.217,8000,http,Directory listing for /,,US,Buffalo,http://72.11.130.217:8000,HostPapa
162.243.26.100:5000,162.243.26.100,5000,http,Directory listing for /,,US,Secaucus,http://162.243.26.100:5000,"DigitalOcean, LLC"
mqtt.git.centos.org,38.145.33.25,80,http,Index of /,centos.org,US,Chandler,http://mqtt.git.centos.org,"Red Hat, Inc."
122.235.214.101:8888,122.235.214.101,8888,http,Index of /,,CN,Hangzhou,http://122.235.214.101:8888,Chinanet
124.222.20.139:8000,124.222.20.139,8000,http,Directory listing for /,,CN,Shanghai,http://124.222.20.139:8000,Shenzhen Tencent Computer Systems Company Limited
fco.it.packages.macports.org,90.147.160.72,80,http,Index of /,macports.org,IT,Barletta,http://fco.it.packages.macports.org,Consortium GARR
https://fra.de.packages.macports.org,145.239.234.145,443,https,Index of /,macports.org,FR,Roubaix,https://fra.de.packages.macports.org,OVH SAS
repo.fiberakses.net,43.247.23.113,80,http,Index of /,fiberakses.net,ID,Jakarta,http://repo.fiberakses.net,Orion Cyber Internet
222.175.240.220:10010,222.175.240.220,10010,http,Index of /,,CN,Zibo,http://222.175.240.220:10010,Chinanet
222.79.167.100:5555,222.79.167.100,5555,http,Index of /,,CN,Quanzhou,http://222.79.167.100:5555,Chinanet
https://mqtt.git.centos.org,38.145.33.25,443,https,Index of /,centos.org,US,Chandler,https://mqtt.git.centos.org,"Red Hat, Inc."
83.229.121.147:9090,83.229.121.147,9090,http,Directory listing for /,,SG,Singapore,http://83.229.121.147:9090,LUCIDACLOUD LIMITED
107.150.7.129:8888,107.150.7.129,8888,http,Directory listing for /,,US,Buffalo,http://107.150.7.129:8888,HostPapa
43.247.23.113,43.247.23.113,80,http,Index of /,,ID,Jakarta,http://43.247.23.113,Orion Cyber Internet
38.207.163.44,38.207.163.44,80,http,Directory listing for /,,US,Los Angeles,http://38.207.163.44,NetLab Global
43.155.138.172,43.155.138.172,80,http,Directory listing for /,,KR,Seoul,http://43.155.138.172,"Tencent Building, Kejizhongyi Avenue"
34.143.198.16,34.143.198.16,80,http,Directory listing for /,,SG,Singapore,http://34.143.198.16,Google LLC
38.58.58.227:8888,38.58.58.227,8888,http,Directory listing for /,,US,Los Angeles,http://38.58.58.227:8888,NetLab Global
https://packages.macports.org,151.101.130.132,443,https,Index of /,macports.org,US,San Francisco,https://packages.macports.org,"Fastly, Inc."
fra.de.packages.macports.org,145.239.234.145,80,http,Index of /,macports.org,FR,Roubaix,http://fra.de.packages.macports.org,OVH SAS
45.152.64.117:8080,45.152.64.117,8080,http,Directory listing for /,,CN,Hong Kong,http://45.152.64.117:8080,LUCIDACLOUD LIMITED
nixpkgs-update-logs.nix-community.org,65.21.133.211,80,http,Index of /,nix-community.org,FI,Helsinki,http://nixpkgs-update-logs.nix-community.org,Hetzner Online GmbH
192.204.45.148,192.204.45.148,80,http,Directory listing for /,,US,Redmond,http://192.204.45.148,"NTT America, Inc."
23.165.200.168:8443,23.165.200.168,8443,http,Directory listing for /,,DE,Frankfurt am Main,http://23.165.200.168:8443,xTom GmbH
38.60.162.167,38.60.162.167,80,http,Directory listing for /,,US,San Francisco,http://38.60.162.167,LIGHT NODE LIMITED
https://qa-proxy.ceph.com,192.86.31.5,443,https,Index of /teuthology/,ceph.com,US,Durham,https://qa-proxy.ceph.com,IBM
https://repo.beat.net.id,172.67.217.44,443,https,Index of /,beat.net.id,US,San Francisco,https://repo.beat.net.id,"Cloudflare, Inc."
repo.beat.net.id,172.67.217.44,80,http,Index of /,beat.net.id,US,San Francisco,http://repo.beat.net.id,"Cloudflare, Inc."
blog.choppa.xyz,187.87.177.153,80,http,Get To The Choppa!,choppa.xyz,BR,Macieira,http://blog.choppa.xyz,CS-NET Informatica e Tecnologia Ltda.
https://blog.choppa.xyz,187.87.177.153,443,https,Get To The Choppa!,choppa.xyz,BR,Macieira,https://blog.choppa.xyz,CS-NET Informatica e Tecnologia Ltda.
repo.kangen.net.id,172.67.170.7,80,http,Index of /,kangen.net.id,US,San Francisco,http://repo.kangen.net.id,"Cloudflare, Inc."
https://repo.kangen.net.id,172.67.170.7,443,https,Index of /,kangen.net.id,US,San Francisco,https://repo.kangen.net.id,"Cloudflare, Inc."
38.207.171.2,38.207.171.2,80,http,Directory listing for /,,US,Los Angeles,http://38.207.171.2,NetLab Global
https://brot.unix-ag.uni-kl.de,131.246.124.90,443,https,Index of /,uni-kl.de,DE,Kaiserslautern,https://brot.unix-ag.uni-kl.de,Rheinland-Pfaelzische Technische Universitaet Kaiserslautern-Landau
188.36.230.179,188.36.230.179,80,http,Index of /,,HU,Martonvasar,http://188.36.230.179,Magyar Telekom Plc.
178.157.63.91,178.157.63.91,80,http,Directory listing for /,,JP,Osaka,http://178.157.63.91,IT7 Networks Inc
43.108.38.15,43.108.38.15,80,http,Directory listing for /,,KR,Seoul,http://43.108.38.15,"Alibaba (US) Technology Co., Ltd."
dav.denzy.net,164.92.245.182,80,http,WsgiDAV - Index of / ,denzy.net,DE,Frankfurt am Main,http://dav.denzy.net,"DigitalOcean, LLC"
163.5.63.19:8899,163.5.63.19,8899,http,Directory listing for /,,DE,Frankfurt am Main,http://163.5.63.19:8899,Freakhosting Ltd
47.99.165.133,47.99.165.133,80,http,Index of /,,CN,Hangzhou,http://47.99.165.133,"Hangzhou Alibaba Advertising Co.,Ltd."
109.123.230.43:9999,109.123.230.43,9999,http,Directory listing for /,,JP,Tokyo,http://109.123.230.43:9999,Contabo Asia Private Limited
91.196.32.171:18080,91.196.32.171,18080,http,Directory listing for /,,DE,Frankfurt am Main,http://91.196.32.171:18080,Serv.host Group Ltd
38.60.162.167:8080,38.60.162.167,8080,http,Directory listing for /,,US,San Francisco,http://38.60.162.167:8080,LIGHT NODE LIMITED
139.180.187.75:18080,139.180.187.75,18080,http,Directory listing for /,,SG,Singapore,http://139.180.187.75:18080,"The Constant Company, LLC"
23.144.116.237:18080,23.144.116.237,18080,http,Directory listing for /,,US,Los Angeles,http://23.144.116.237:18080,NetLab Global
13.212.216.218,13.212.216.218,80,http,Directory listing for /,,SG,Singapore,http://13.212.216.218,"Amazon.com, Inc."
97.64.20.203:18080,97.64.20.203,18080,http,Directory listing for /,,US,Los Angeles,http://97.64.20.203:18080,IT7 Networks Inc
64.90.8.107:18080,64.90.8.107,18080,http,Directory listing for /,,US,Little Rock,http://64.90.8.107:18080,NetLab Global
179.255.101.123:18080,179.255.101.123,18080,http,Directory listing for /,,BR,Rio de Janeiro,http://179.255.101.123:18080,DMIT Cloud Services
216.36.107.206:18080,216.36.107.206,18080,http,Directory listing for /,,US,Austin,http://216.36.107.206:18080,GTT Communications Inc.
src.rdu3.centos.org,38.145.33.25,80,http,Index of /,centos.org,US,Chandler,http://src.rdu3.centos.org,"Red Hat, Inc."
acc.youth.public.data.uu.nl,131.211.7.205,80,http,Index of / on nluu1a,uu.nl,NL,Utrecht,http://acc.youth.public.data.uu.nl,SURF B.V.
https://acc.youth.public.data.uu.nl,131.211.7.205,443,https,Index of / on nluu1a,uu.nl,NL,Utrecht,https://acc.youth.public.data.uu.nl,SURF B.V.
https://test.42cloud.cn,113.96.129.33,443,https,Index of /,42cloud.cn,CN,Jiangmen,https://test.42cloud.cn,Chinanet
www.fallen-zero.cn.ma:8080,45.152.64.117,8080,http,Directory listing for /,cn.ma,CN,Hong Kong,http://www.fallen-zero.cn.ma:8080,LUCIDACLOUD LIMITED
175.178.251.177:8999,175.178.251.177,8999,http,Index of /,,CN,Guangzhou,http://175.178.251.177:8999,Shenzhen Tencent Computer Systems Company Limited
45.135.119.16:2096,45.135.119.16,2096,http,Directory listing for /,,CN,Hong Kong,http://45.135.119.16:2096,XNNET LLC
https://d2110.1blu.de,178.254.19.219,443,https,Index of /,1blu.de,DE,Berlin,https://d2110.1blu.de,EVANZO e-commerce GmbH
event.fallen-zero.cn.lu:8080,45.152.64.117,8080,http,Directory listing for /,cn.lu,CN,Hong Kong,http://event.fallen-zero.cn.lu:8080,LUCIDACLOUD LIMITED
distfiles.openadk.org,172.67.172.223,80,http,Index of /,openadk.org,US,San Francisco,http://distfiles.openadk.org,"Cloudflare, Inc."
sg.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://sg.ciii.club:10000,"Sharon Networks, LLC"
a.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://a.ciii.club:10000,"Sharon Networks, LLC"
38.207.166.107:8080,38.207.166.107,8080,http,Directory listing for /,,US,Los Angeles,http://38.207.166.107:8080,NetLab Global
209.248.46.234:8000,209.248.46.234,8000,http,Directory listing for /,,US,Palo Alto,http://209.248.46.234:8000,Sakura Link Limited
ceshi.kedu.cn,8.210.251.33,80,http,Index of /,kedu.cn,CN,Hong Kong,http://ceshi.kedu.cn,"Alibaba (US) Technology Co., Ltd."
jiumeng.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://jiumeng.ciii.club:10000,"Sharon Networks, LLC"
4908.com.cn:8888,156.238.251.31,8888,http,Directory listing for /,4908.com.cn,CN,Hong Kong,http://4908.com.cn:8888,Zenixcloud
164.68.217.216:8000,164.68.217.216,8000,http,Directory listing for /,,US,Bal Harbour,http://164.68.217.216:8000,Hotwire Communications
124.220.32.176:8088,124.220.32.176,8088,http,Directory listing for /,,CN,Beijing,http://124.220.32.176:8088,Shenzhen Tencent Computer Systems Company Limited
50.118.187.58:8000,50.118.187.58,8000,http,Directory listing for /,,US,Santa Clara,http://50.118.187.58:8000,EASY LINK LLC
vps.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://vps.ciii.club:10000,"Sharon Networks, LLC"
api.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://api.ciii.club:10000,"Sharon Networks, LLC"
13.140.144.225:8000,13.140.144.225,8000,http,Directory listing for /,,DE,Oberasbach,http://13.140.144.225:8000,Contabo GmbH
umami.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://umami.ciii.club:10000,"Sharon Networks, LLC"
az.ciii.club:10000,157.254.53.48,10000,http,Directory listing for /,ciii.club,CN,Hong Kong,http://az.ciii.club:10000,"Sharon Networks, LLC"
54.255.12.71:8080,54.255.12.71,8080,http,Directory listing for /,,SG,Singapore,http://54.255.12.71:8080,"Amazon.com, Inc."
mse.uk.packages.macports.org,212.219.56.184,80,http,Index of /,macports.org,GB,Kent,http://mse.uk.packages.macports.org,Jisc Services Limited
87.121.82.223:9876,87.121.82.223,9876,http,Directory listing for /,,FI,Helsinki,http://87.121.82.223:9876,Play2go International Limited
repo.jinus.net.id,104.21.31.83,80,http,Index of /,jinus.net.id,US,San Francisco,http://repo.jinus.net.id,"Cloudflare, Inc."
192.220.56.135:9090,192.220.56.135,9090,http,Directory listing for /,,US,Redmond,http://192.220.56.135:9090,"NTT America, Inc."
66.187.4.54:8000,66.187.4.54,8000,http,Directory listing for /,,US,Sheridan,http://66.187.4.54:8000,Hostodo
64.181.253.233,64.181.253.233,80,http,Index of /,,US,San Jose,http://64.181.253.233,Oracle Corporation
mse.uk.distfiles.macports.org,212.219.56.184,80,http,Index of /,macports.org,GB,Kent,http://mse.uk.distfiles.macports.org,Jisc Services Limited
https://fco.it.packages.macports.org,90.147.160.72,443,https,Index of /,macports.org,IT,Barletta,https://fco.it.packages.macports.org,Consortium GARR
https://159.203.52.144,159.203.52.144,443,https,Index of /,,CA,Toronto,https://159.203.52.144,"DigitalOcean, LLC"
156.238.251.31:8888,156.238.251.31,8888,http,Directory listing for /,,CN,Hong Kong,http://156.238.251.31:8888,Zenixcloud
122.235.211.246:8888,122.235.211.246,8888,http,Index of /,,CN,Hangzhou,http://122.235.211.246:8888,Chinanet
38.76.213.140:8888,38.76.213.140,8888,http,Directory listing for /,,IN,Noida,http://38.76.213.140:8888,cognetcloud INC
cph.dk.packages.macports.org,91.210.59.156,80,http,Index of /,macports.org,DK,Albertslund,http://cph.dk.packages.macports.org,Din Server Group ApS
cjj.kr.distfiles.macports.org,210.117.237.2,80,http,Index of /,macports.org,KR,Daejeon,http://cjj.kr.distfiles.macports.org,SPARCS
https://mse.uk.packages.macports.org,212.219.56.184,443,https,Index of /,macports.org,GB,Kent,https://mse.uk.packages.macports.org,Jisc Services Limited
172.237.8.31:8080,172.237.8.31,8080,http,Directory listing for /,,JP,Tokyo,http://172.237.8.31:8080,Akamai Connected Cloud
fco.it.distfiles.macports.org,90.147.160.72,80,http,Index of /,macports.org,IT,Barletta,http://fco.it.distfiles.macports.org,Consortium GARR
nue.de.packages.macports.org,131.188.12.211,80,http,Index of /,macports.org,DE,Frankfurt am Main,http://nue.de.packages.macports.org,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
https://packages-origin.macports.org,131.188.12.211,443,https,Index of /,macports.org,DE,Frankfurt am Main,https://packages-origin.macports.org,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
156.239.252.109:8080,156.239.252.109,8080,http,Directory listing for /,,US,Los Angeles,http://156.239.252.109:8080,VpsQuan L.L.C.
120.244.125.46:88,120.244.125.46,88,http,Index of /,,CN,Beijing,http://120.244.125.46:88,China Mobile Communicaitons Corporation
170.106.167.6:8888,170.106.167.6,8888,http,Directory listing for /,,US,Santa Clara,http://170.106.167.6:8888,"Tencent Building, Kejizhongyi Avenue"
https://cph.dk.packages.macports.org,91.210.59.156,443,https,Index of /,macports.org,DK,Albertslund,https://cph.dk.packages.macports.org,Din Server Group ApS
packages-origin.macports.org,131.188.12.211,80,http,Index of /,macports.org,DE,Frankfurt am Main,http://packages-origin.macports.org,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
packages.macports.org,151.101.2.132,80,http,Index of /,macports.org,US,San Francisco,http://packages.macports.org,"Fastly, Inc."
https://175.27.171.197:8443,175.27.171.197,8443,https,Directory listing for /,,CN,Nanjing,https://175.27.171.197:8443,Shenzhen Tencent Computer Systems Company Limited
117.24.41.36:5555,117.24.41.36,5555,http,Index of /,,CN,Quanzhou,http://117.24.41.36:5555,Chinanet
154.36.145.199:8899,154.36.145.199,8899,http,Directory listing for /,,US,Los Angeles,http://154.36.145.199:8899,LANDUPS LIMITED
34.148.139.166,34.148.139.166,80,http,Index of /,,US,Moncks Corner,http://34.148.139.166,Google LLC
38.244.24.202,38.244.24.202,80,http,Directory listing for /,,US,Los Angeles,http://38.244.24.202,"Cogent Communications, LLC"
38.59.226.13,38.59.226.13,80,http,Directory listing for /,,US,Santa Clara,http://38.59.226.13,Hk Cedoc Limited
38.60.171.201,38.60.171.201,80,http,Directory listing for /,,ID,Jakarta,http://38.60.171.201,LIGHT NODE LIMITED
file.wooricdn.com:443,43.164.132.54,443,http,Directory listing for /,wooricdn.com,KR,Seoul,http://file.wooricdn.com:443,"Tencent Building, Kejizhongyi Avenue"
echumi.com:8080,101.47.28.72,8080,http,Directory listing for /,echumi.com,SG,Singapore,http://echumi.com:8080,Byteplus Pte. Ltd.
14.103.11.187:8009,14.103.11.187,8009,http,Directory listing for /,,CN,Beijing,http://14.103.11.187:8009,China Telecom (Group)
a004tch124453d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch124453d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch731528d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch731528d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch612850d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch612850d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a001.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a001.n1004.363ai.com,IT7 Networks Inc
a004tch127085d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch127085d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch125577d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch125577d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a002puc.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a002puc.n1004.363ai.com,IT7 Networks Inc
a004tch125727d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch125727d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch621706d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch621706d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a002psc2d-o-tcf2.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a002psc2d-o-tcf2.n1004.363ai.com,IT7 Networks Inc
a004tch615992d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch615992d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch626598d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch626598d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a002pfstd-o-tcf2.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a002pfstd-o-tcf2.n1004.363ai.com,IT7 Networks Inc
a004tch612007d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch612007d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch591824d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch591824d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch612069d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch612069d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch591607d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch591607d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch12440d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch12440d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch571941d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch571941d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch62211d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch62211d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch12469d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch12469d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch611933d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch611933d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch592915d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch592915d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch125640d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch125640d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a002qphd-o-tcf2.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a002qphd-o-tcf2.n1004.363ai.com,IT7 Networks Inc
a004tch616224d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch616224d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch616628d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch616628d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch127508d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch127508d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch187730d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch187730d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch127881d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch127881d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch127379d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch127379d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch592803d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch592803d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch124067d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch124067d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch616857d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch616857d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch127199d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch127199d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch612591d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch612591d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch123949d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch123949d-o-ttch.n1004.363ai.com,IT7 Networks Inc
a004tch123994d-o-ttch.n1004.363ai.com,104.194.83.20,80,http,Directory listing for /,363ai.com,US,Los Angeles,http://a004tch123994d-o-ttch.n1004.363ai.com,IT7 Networks Inc
38.47.121.236:8080,38.47.121.236,8080,http,Directory listing for /,,CN,Hong Kong,http://38.47.121.236:8080,ALLIANCE INTELLIGENT TECHNOLOGIES PTE. LTD.
