原始URL,最终URL,状态,节点数,HTTP码,响应秒数,是否有更新,历史检查,历史更新,更新频率,上次更新时间,摘要
http://135.181.216.87:8888/mongodb-netsentinel-password-sealed.yaml,http://135.181.216.87:8888/mongodb-netsentinel-password-sealed.yaml,无有效节点,0,200,5.26,否,3,1,1/3,2026-09-02 22:04:30,--- apiVersion: bitnami.com/v1alpha1 kind: SealedSecret metadata:   name: mongodb-netsentinel-password   namespace: infrastructure spec:   encryptedData:     password: AgB1Cq1msUjHFV/R8zbfssVV6DolimA9Zf1mjnYXd9GWQjaBsCyV52wa38MDtsHRrV44i/9zIDhl39oDLENoLKz/TqtM1b9vQRuXZeKe9vRbBx/ryCvHijU6d1h1uOA3RGzW2YWpBX/xCj3vJ1RHGCtr0K6VLvi79LCMDBIiGbRYLvFW87DQxX9rvAipnT3nZEX48bu0TzUkGfPfoNS0+YRdcJlQx3Sik9ysHa3buu03zF0n9nTqcSAzcmFaU+xkvmuWOB8LXI/O/KCOHDcCrM2yXmjnFZxHs6YDTbazClaW9koNDu4glFTcIIO6G2Ydir4Nqsdx3Y5O
http://135.181.216.87:8888/mongodb.yaml,http://135.181.216.87:8888/mongodb.yaml,无有效节点,0,200,5.26,否,3,1,1/3,2026-09-02 22:04:30,"--- apiVersion: mongodbcommunity.mongodb.com/v1 kind: MongoDBCommunity metadata:   name: vigildb   namespace: infrastructure spec:   members: 3   type: ReplicaSet   version: ""7.0.5""   security:     authentication:       modes: [""SCRAM""]   users:     - name: admin       db: admin       passwordSecretRef: # a reference to the secret that will be used to generate the user's password         name: mongodb-admin-password       roles:         - name: clusterAdmin           db: admin         - name: us"
http://135.181.216.87:8888/netatlas-cm-patch.yaml,http://135.181.216.87:8888/netatlas-cm-patch.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/netatlas-deploy-patch.yaml,http://135.181.216.87:8888/netatlas-deploy-patch.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/netforge-deploy.yaml,http://135.181.216.87:8888/netforge-deploy.yaml,无有效节点,0,200,4.91,否,3,1,1/3,2026-09-02 22:04:30,"apiVersion: v1 kind: ServiceAccount metadata:   name: netforge   namespace: vigilprotector --- apiVersion: v1 kind: ConfigMap metadata:   name: netforge-config   namespace: vigilprotector   labels:     app: netforge     app.kubernetes.io/part-of: vigilprotector data:   ENVIRONMENT: development   LOG_LEVEL: ""9""   MONGODB_DATABASE: netforge   JWT_AUDIENCE: vigilprotector   JWT_ISSUER: http://auth.vigilprotector.local/application/o/vigilprotector/   JWT_ISSUER_INTERNAL: http://authentik-server.infr"
http://135.181.216.87:8888/nf_hdr.txt,http://135.181.216.87:8888/nf_hdr.txt,无有效节点,0,200,4.91,是,3,1,1/3,2026-09-03 10:14:12,"HTTP/1.1 200 OK  content-type: application/json; charset=utf-8  x-correlation-id: 7243fa2d-c986-4b98-a805-b5ce9f3fc78f  x-total-count: 6  date: Wed, 01 Jul 2026 14:00:24 GMT  x-envoy-upstream-service-time: 952  server: envoy  transfer-encoding: chunked    "
http://135.181.216.87:8888/nw.txt,http://135.181.216.87:8888/nw.txt,无有效节点,0,200,5.76,是,3,1,1/3,2026-09-03 10:14:12,"# HELP go_gc_duration_seconds A summary of the wall-time pause (stop-the-world) duration in garbage collection cycles. # TYPE go_gc_duration_seconds summary go_gc_duration_seconds{quantile=""0""} 5.8139e-05 go_gc_duration_seconds{quantile=""0.25""} 9.9266e-05 go_gc_duration_seconds{quantile=""0.5""} 0.000161314 go_gc_duration_seconds{quantile=""0.75""} 0.00042506 go_gc_duration_seconds{quantile=""1""} 0.004010378 go_gc_duration_seconds_sum 0.833391876 go_gc_duration_seconds_count 1444 # HELP go_gc_gogc_pe"
http://135.181.216.87:8888/nwm.txt,http://135.181.216.87:8888/nwm.txt,请求失败,0,200,4.91,否,3,0,0/3,,
http://135.181.216.87:8888/oidc_token.txt,http://135.181.216.87:8888/oidc_token.txt,无有效节点,0,200,4.91,是,3,1,1/3,2026-09-03 10:14:12,eyJhbGciOiJSUzI1NiIsImtpZCI6IjZiNmI1ZjczMTNlYmIzOTFkYmFjMzBlMjIyZTBmYWJlIiwidHlwIjoiSldUIn0.eyJpc3MiOiJodHRwOi8vYXV0aGVudGlrLXNlcnZlci5pbmZyYXN0cnVjdHVyZS5zdmMvYXBwbGljYXRpb24vby92aWdpbHByb3RlY3Rvci8iLCJzdWIiOiJmOTUzMDJhMWZjOGZiODkxMWM0YTVmNmQzZTg0OTVlNWM1MDUzNWI0OTk3OTE1ZmNiODJhYzdkNWMzODRmNzgyIiwiYXVkIjoidmlnaWxwcm90ZWN0b3IiLCJleHAiOjE3ODAzODgzNDIsImlhdCI6MTc4MDM4NDc0MiwiYXV0aF90aW1lIjoxNzgwMzg0NzQyLCJhY3IiOiJnb2F1dGhlbnRpay5pby9wcm92aWRlcnMvb2F1dGgyL2RlZmF1bHQiLCJqdGkiOiI5bG5TVUFzTEhJSlB3NURp
http://135.181.216.87:8888/opensearch-ca-configmap.yaml,http://135.181.216.87:8888/opensearch-ca-configmap.yaml,无有效节点,0,200,4.9,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: ConfigMap metadata:   name: opensearch-ca   namespace: vigilprotector data:   # OpenSearch HTTP CA (infrastructure/opensearch-ca), pinned here so intelstream   # can trust the OpenSearch TLS endpoint (SSL_CERT_FILE mount). NOTE: the   # opensearch-operator regenerates this CA on every greenfield boot, so this   # literal drifts and must be re-pasted after a rebuild (same pattern as   # echoshield's echocore-ca-configmap). Tracked follow-up: replace the git-pinned   # copy wi"
http://135.181.216.87:8888/opensearch-intelstream-user-sealed.yaml,http://135.181.216.87:8888/opensearch-intelstream-user-sealed.yaml,无有效节点,0,200,4.91,是,3,1,1/3,2026-09-03 10:14:12,--- # Password for the dedicated intelstream OpensearchUser (infrastructure/base/ # opensearch/intelstream-user.yaml references this via passwordFrom). The SAME # plaintext is sealed into the intelstream-opensearch-credentials SealedSecret # (vigilprotector ns) so the service authenticates with the user the operator # provisions. Sealed once and committed -> deterministic across greenfield boots. apiVersion: bitnami.com/v1alpha1 kind: SealedSecret metadata:   name: opensearch-intelstream-user   
http://135.181.216.87:8888/os-probe-iso.yaml,http://135.181.216.87:8888/os-probe-iso.yaml,无有效节点,0,200,5.04,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: os-probe-iso   namespace: vigilprotector spec:   restartPolicy: Never   containers:   - name: curl     image: docker.io/curlimages/curl:8.10.1     command: [""sleep"", ""300""]     volumeMounts:     - name: ca       mountPath: /etc/ssl/opensearch       readOnly: true   volumes:   - name: ca     configMap:       name: opensearch-ca "
http://135.181.216.87:8888/pp.txt,http://135.181.216.87:8888/pp.txt,无有效节点,0,200,5.74,是,3,1,1/3,2026-09-03 10:14:12,404 page not found
http://135.181.216.87:8888/ppapi.yaml,http://135.181.216.87:8888/ppapi.yaml,无有效节点,0,200,5.72,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: ppapi   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       echo ""TOKLEN=${#TOK}""       AUTH=""Authorization: Bearer $TOK""       BASE=""$P"
http://135.181.216.87:8888/ppclass.yaml,http://135.181.216.87:8888/ppclass.yaml,无有效节点,0,200,5.69,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: ppclass   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       AUTH=""Authorization: Bearer $TOK""       BASE=""$PULSEPATROL_URL/api/surveil"
http://135.181.216.87:8888/ppdash.yaml,http://135.181.216.87:8888/ppdash.yaml,无有效节点,0,200,5.71,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: ppdash   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       AUTH=""Authorization: Bearer $TOK""       BASE=""$PULSEPATROL_URL/api/surveill"
http://135.181.216.87:8888/ppdash2.yaml,http://135.181.216.87:8888/ppdash2.yaml,无有效节点,0,200,5.73,否,3,1,1/3,2026-09-02 22:04:30,"apiVersion: v1 kind: Pod metadata:   name: ppdash2   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       AUTH=""Authorization: Bearer $TOK""       BASE=""$PULSEPATROL_URL/api/surveil"
http://135.181.216.87:8888/ppmod.yaml,http://135.181.216.87:8888/ppmod.yaml,无有效节点,0,200,5.72,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: ppmod   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       AUTH=""Authorization: Bearer $TOK""       BASE=""$PULSEPATROL_URL/api/surveilla"
http://135.181.216.87:8888/ppverify.yaml,http://135.181.216.87:8888/ppverify.yaml,无有效节点,0,200,5.73,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: ppverify   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       echo ""TOKLEN=${#TOK}""       AUTH=""Authorization: Bearer $TOK""       BASE="
http://135.181.216.87:8888/ppverify2.yaml,http://135.181.216.87:8888/ppverify2.yaml,无有效节点,0,200,5.72,否,3,1,1/3,2026-09-02 22:04:30,"apiVersion: v1 kind: Pod metadata:   name: ppverify2   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       AUTH=""Authorization: Bearer $TOK""       BASE=""$PULSEPATROL_URL/api/surve"
http://135.181.216.87:8888/reprovision.yaml,http://135.181.216.87:8888/reprovision.yaml,无有效节点,0,200,5.74,是,3,1,1/3,2026-09-03 10:14:12,"apiVersion: v1 kind: Pod metadata:   name: reprovision   namespace: surveillancesentinel spec:   restartPolicy: Never   containers:   - name: c     image: curlimages/curl:8.10.1     command:     - sh     - -c     - |       TOK=$(curl -sS -X POST ""$OIDC_TOKEN_URL"" -d grant_type=client_credentials -d client_id=""$OIDC_CLIENT_ID"" -d client_secret=""$OIDC_CLIENT_SECRET"" | grep -o ""access_token[^,]*"" | cut -d: -f2 | tr -d '""')       echo ""TOKLEN=${#TOK}""       AUTH=""Authorization: Bearer $TOK""       NS"
http://135.181.216.87:8888/rg-v1.yaml,http://135.181.216.87:8888/rg-v1.yaml,无有效节点,0,200,5.69,否,3,1,1/3,2026-09-02 22:04:30,apiVersion: apiextensions.k8s.io/v1 kind: CustomResourceDefinition metadata:   annotations:     api-approved.kubernetes.io: https://github.com/kubernetes-sigs/gateway-api/pull/4530     gateway.networking.k8s.io/bundle-version: v0.0.0-dev     gateway.networking.k8s.io/channel: standard   name: referencegrants.gateway.networking.k8s.io spec:   group: gateway.networking.k8s.io   names:     categories:     - gateway-api     kind: ReferenceGrant     listKind: ReferenceGrantList     plural: referenceg
http://135.181.216.87:8888/sealed-blueprint-aegis.yaml,http://135.181.216.87:8888/sealed-blueprint-aegis.yaml,无有效节点,0,200,5.72,是,3,1,1/3,2026-09-03 10:14:12,--- apiVersion: bitnami.com/v1alpha1 kind: SealedSecret metadata:   name: authentik-blueprint-aegis   namespace: infrastructure spec:   encryptedData:     aegis.yaml: AgCQE2jmtPgSpNwP4Tpjwhboy6WFuBerAWG6Hz5AV8LxYWvkCfZvBFXAbZUC+/HVY/9FFHb1ImUzcspQSdi7d2doajx+2FHv99JNopkjeV1krcruUcCYzo66SBP6QyPqnHCgYiw9krke6kKVqAw0D61lvl8e+pfB/2DpXpmUZfwV1gnuh+hXoWQOw4Xtt+EYwcvSZMnlpJzqKzI8e8tLFLlKQVCcpxBJL/Z5E0Vr7kWXYY38BNu6SJ/x/CSbeXYSfBwA8Yc+rKowh7PMbQfzTJOJft/tKKJxIL45mmyQ/EvmpRLPz5xfCqAMRGSM6v2GZ61+uNHiVb4RJ
http://135.181.216.87:8888/sealed-blueprint-echoshield.yaml,http://135.181.216.87:8888/sealed-blueprint-echoshield.yaml,无有效节点,0,200,5.73,否,3,1,1/3,2026-09-02 22:04:30,--- apiVersion: bitnami.com/v1alpha1 kind: SealedSecret metadata:   name: authentik-blueprint-echoshield   namespace: infrastructure spec:   encryptedData:     echoshield.yaml: AgBRCMIrdOpIBOqKkbLvENxxt07YDNmx7QnjJqb33+3UYmvPOmvcUzbZFlhDP6L4YkSqFiG8vZfYKMMNHhOnV120r0uEMDhGoXe44IKacXmz3eYs9Y7BMhAb0jAl1SzalXLERSeig8OD3NxaBHOhE5qOHL6LTcql7puN7GmyBKkBNIKITJNvpNJqAv0pE9ZXs1lblVEIFmpwsaAnmmLn5+umrasBuXpc+vvwvuSR5CFQKbyC+aGuZgFjPXnpvlYh1IgVxcy5QaNupJI9kdjlZdUANv74pgW/IR6Gtp0FSYWjXB1i+gWxa9vmnol6YA+vauG
http://135.181.216.87:8888/sealed-blueprint-netsentinel.yaml,http://135.181.216.87:8888/sealed-blueprint-netsentinel.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/sealed-blueprint-pulsepatrol.yaml,http://135.181.216.87:8888/sealed-blueprint-pulsepatrol.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/sealed-blueprint-vault.yaml,http://135.181.216.87:8888/sealed-blueprint-vault.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/secret-blueprint-aegis.yaml,http://135.181.216.87:8888/secret-blueprint-aegis.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:04:30,
http://135.181.216.87:8888/sentinelmind.rendered.yaml,http://135.181.216.87:8888/sentinelmind.rendered.yaml,无有效节点,0,200,4.03,否,3,1,1/3,2026-09-02 22:04:30,"apiVersion: v1 data:   ENVIRONMENT: development   JWT_AUDIENCE: vigilprotector   JWT_ISSUER: http://auth.vigilprotector.local/application/o/vigilprotector/   JWT_ISSUER_INTERNAL: http://authentik-server.infrastructure.svc/application/o/vigilprotector/   JWT_JWKS_ENDPOINT: http://authentik-server.infrastructure.svc/application/o/vigilprotector/jwks/   LOG_LEVEL: ""9""   SENTINELMIND_AEGIS_BASE_URL: http://aegis.vigilprotector.svc.cluster.local:8900 kind: ConfigMap metadata:   name: sentinelmind-con"
http://135.181.216.87:8888/sentinelmind.workload.yaml,http://135.181.216.87:8888/sentinelmind.workload.yaml,无有效节点,0,200,4.09,否,3,1,1/3,2026-09-02 22:04:30,"apiVersion: v1 data:   ENVIRONMENT: development   JWT_AUDIENCE: vigilprotector   JWT_ISSUER: http://auth.vigilprotector.local/application/o/vigilprotector/   JWT_ISSUER_INTERNAL: http://authentik-server.infrastructure.svc/application/o/vigilprotector/   JWT_JWKS_ENDPOINT: http://authentik-server.infrastructure.svc/application/o/vigilprotector/jwks/   LOG_LEVEL: ""9""   SENTINELMIND_AEGIS_BASE_URL: http://aegis.vigilprotector.svc.cluster.local:8900 kind: ConfigMap metadata:   name: sentinelmind-con"
http://135.181.216.87:8888/snmp-helper-pod.yaml,http://135.181.216.87:8888/snmp-helper-pod.yaml,无有效节点,0,200,4.08,否,3,1,1/3,2026-09-02 22:23:42,"apiVersion: v1 kind: Pod metadata:   name: snmp-verify-helper   namespace: surveillancesentinel   labels:     app: snmp-verify-helper     purpose: validation-run spec:   restartPolicy: Never   containers:     - name: helper       image: nicolaka/netshoot:latest       command: [""sleep"", ""3600""]       envFrom:         - secretRef:             name: walk-agent-service-env "
http://135.181.216.87:8888/ssc-blueprint.yaml,http://135.181.216.87:8888/ssc-blueprint.yaml,无有效节点,0,200,4.05,否,3,1,1/3,2026-09-02 22:23:42,"version: 1 metadata:   name: surveillancesentinel-commander-oidc entries:   - model: ""authentik_providers_oauth2.oauth2provider""     id: ""ssc-oidc-provider""     state: ""present""     identifiers:       name: ""surveillancesentinel-commander""     attrs:       name: ""surveillancesentinel-commander""       authorization_flow: !Find [authentik_flows.flow, [slug, default-provider-authorization-implicit-consent]]       invalidation_flow: !Find [authentik_flows.flow, [slug, default-provider-invalidation-f"
http://135.181.216.87:8888/tlsroute.yaml,http://135.181.216.87:8888/tlsroute.yaml,无有效节点,0,200,4.09,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: apiextensions.k8s.io/v1 kind: CustomResourceDefinition metadata:   annotations:     api-approved.kubernetes.io: https://github.com/kubernetes-sigs/gateway-api/pull/4530     gateway.networking.k8s.io/bundle-version: v0.0.0-dev     gateway.networking.k8s.io/channel: experimental   name: tlsroutes.gateway.networking.k8s.io spec:   group: gateway.networking.k8s.io   names:     categories:     - gateway-api     kind: TLSRoute     listKind: TLSRouteList     plural: tlsroutes     singular: 
http://135.181.216.87:8888/topo-job.yaml,http://135.181.216.87:8888/topo-job.yaml,无有效节点,0,200,4.07,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: batch/v1 kind: Job metadata:   name: topo-build   namespace: surveillancesentinel spec:   ttlSecondsAfterFinished: 600   backoffLimit: 0   activeDeadlineSeconds: 120   template:     spec:       restartPolicy: Never       containers:         - name: topo           image: curlimages/curl:8.10.1           env:             - name: NETATLAS_URL               value: http://netatlas.vigilprotector.svc:8900           envFrom:             - secretRef:                 name: walk-agent-service-
http://135.181.216.87:8888/topo.txt,http://135.181.216.87:8888/topo.txt,无有效节点,0,200,4.07,否,3,1,1/3,2026-09-02 22:23:42,"{""status"":200,""message"":""topology snapshot retrieved"",""data"":{""version"":""2ef798a1-38fe-4b4a-b5e9-03f29bfbca65"",""generatedAt"":""2026-06-10T19:16:28Z"",""nodes"":[{""assetId"":""1f8bbb43-6567-44e9-8ab0-ee689d736b97""},{""class"":""observed"",""observedEndpointKey"":""192.168.241.106"",""sourceRef"":""stratobeacon:environment-observation"",""observedAt"":""2026-06-10T19:15:28Z"",""confidence"":0.9},{""class"":""observed"",""observedEndpointKey"":""192.168.241.105"",""sourceRef"":""stratobeacon:environment-observation"",""observedAt"":""20"
http://135.181.216.87:8888/vigildb-alertweaver-alertweaver-sealed.yaml,http://135.181.216.87:8888/vigildb-alertweaver-alertweaver-sealed.yaml,无有效节点,0,200,4.03,否,3,1,1/3,2026-09-02 22:23:42,--- apiVersion: bitnami.com/v1alpha1 kind: SealedSecret metadata:   name: vigildb-alertweaver-alertweaver   namespace: vigilprotector spec:   encryptedData:     connectionString.standard: AgADdLo+HCSFZMUwWJazRZBfsee3IlKvwhhhEvDY19HYOtcRKqvGc/gaTMfA6xn1eCf3YwAZkOGOxzFiPkrnqNryjIrfa4v/fekeOqUYmPyfyWLhpojos4iINkt4+RQAgR4hH4Iu0CBoeU7iLk+zcxKIpZ2ZgMBSCoTlNRWxR8bQgpXoxd82fI8BrXUrh+P1ntAqsVXN9yLzr2XdfAiFV2oFPWYLjYOAoTFzL1URgnaoDH+B8YY52clgqb0ylbMiLic76mgPFNbHZFEUo+3kIVfeSnvfjcvspa0+/j8cL/m4yRH3gBZBtM7/
http://135.181.216.87:8888/vigildb-netforge-netforge-sealed.yaml,http://135.181.216.87:8888/vigildb-netforge-netforge-sealed.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vigildb-stratoward-netsentinel-sealed.yaml,http://135.181.216.87:8888/vigildb-stratoward-netsentinel-sealed.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vigilenforcer.rendered.yaml,http://135.181.216.87:8888/vigilenforcer.rendered.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vigilenforcer.workload.yaml,http://135.181.216.87:8888/vigilenforcer.workload.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vp-blueprint-secret.yaml,http://135.181.216.87:8888/vp-blueprint-secret.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vp-bp-fixed.yaml,http://135.181.216.87:8888/vp-bp-fixed.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vp-bp.yaml,http://135.181.216.87:8888/vp-bp.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vp_token.txt,http://135.181.216.87:8888/vp_token.txt,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vs.txt,http://135.181.216.87:8888/vs.txt,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vs2.txt,http://135.181.216.87:8888/vs2.txt,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/vulnscope-env-patch.yaml,http://135.181.216.87:8888/vulnscope-env-patch.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/walk-agent-sealed.yaml,http://135.181.216.87:8888/walk-agent-sealed.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/walk-discover-job.yaml,http://135.181.216.87:8888/walk-discover-job.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/walk-facts-job.yaml,http://135.181.216.87:8888/walk-facts-job.yaml,无有效节点,0,200,4.05,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: batch/v1 kind: Job metadata:   name: walk-facts   namespace: surveillancesentinel spec:   ttlSecondsAfterFinished: 600   backoffLimit: 0   activeDeadlineSeconds: 120   template:     spec:       restartPolicy: Never       containers:         - name: facts           image: curlimages/curl:8.10.1           envFrom:             - secretRef:                 name: walk-agent-service-env           command:             - /bin/sh             - -c             - |               set -e          
http://135.181.216.87:8888/walk-reprovision-job.yaml,http://135.181.216.87:8888/walk-reprovision-job.yaml,无有效节点,0,200,4.06,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: batch/v1 kind: Job metadata:   name: walk-reprovision   namespace: surveillancesentinel spec:   ttlSecondsAfterFinished: 1800   backoffLimit: 0   activeDeadlineSeconds: 360   template:     spec:       restartPolicy: Never       containers:         - name: reprovision           image: curlimages/curl:8.10.1           env:             - name: NETSENTINEL_URL               value: http://netsentinel.vigilprotector.svc:8900             - name: ASSET_ID               value: 1f8bbb43-6567-4
http://135.181.216.87:8888/yurthub-annotated.yaml,http://135.181.216.87:8888/yurthub-annotated.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/yurthub-edge.yaml,http://135.181.216.87:8888/yurthub-edge.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/yurthub-node1.yaml,http://135.181.216.87:8888/yurthub-node1.yaml,请求失败,0,0,0.0,否,3,1,1/3,2026-09-02 22:23:42,
http://135.181.216.87:8888/yurthub-node2.yaml,http://135.181.216.87:8888/yurthub-node2.yaml,无有效节点,0,200,4.78,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: v1 kind: Pod metadata:   annotations:     openyurt.io/static-pod-hash: b5d7f74d6   labels:     k8s-app: yurt-hub-cloud   name: yurt-hub-cloud   namespace: kube-system spec:   containers:   - command:     - yurthub     - --v=2     - --bind-address=127.0.0.1     - --server-addr=https://192.168.241.69:6443     - --node-name=yurtnode2     - --nodepool-name=cloud-pool     - --bootstrap-file=/var/lib/yurthub/bootstrap-hub.conf     - --working-mode=cloud     - --namespace=kube-system     en
http://135.181.216.87:8888/yurthub.yaml,http://135.181.216.87:8888/yurthub.yaml,无有效节点,0,200,4.77,否,3,1,1/3,2026-09-02 22:23:42,apiVersion: v1 kind: Pod metadata:   labels:     k8s-app: yurt-hub-cloud   name: yurt-hub-cloud   namespace: kube-system spec:   containers:   - command:     - yurthub     - --v=2     - --bind-address=127.0.0.1     - --server-addr=https://192.168.241.69:6443     - --node-name=yurtnode2     - --nodepool-name=     - --bootstrap-file=/var/lib/yurthub/bootstrap-hub.conf     - --working-mode=cloud     - --namespace=kube-system     env:     - name: NODE_NAME       value: yurtnode2     image: openyurt/
http://136.0.197.31:18080/8c45acbbe4af3ed5.yaml,http://136.0.197.31:18080/8c45acbbe4af3ed5.yaml,提取成功,2,200,3.29,否,3,1,1/3,2026-09-02 22:04:30,
http://139.180.196.78:9999/config.yaml,http://139.180.196.78:9999/config.yaml,提取成功,1,200,1.23,否,3,1,1/3,2026-09-02 22:04:30,
http://139.180.196.78:9999/config_socks5.yaml,http://139.180.196.78:9999/config_socks5.yaml,无有效节点,0,200,1.25,否,3,1,1/3,2026-09-02 22:04:30,# ========================================== # Clash Verge Rev 配置 - Vultr 东京分流 # 国内直连 + 海外走 SOCKS5 → Vultr 东京 # ==========================================  port: 7890 socks-port: 7891 allow-lan: false mode: Rule log-level: info ipv6: false  external-controller: 127.0.0.1:9090  # DNS dns:   enable: true   listen: 0.0.0.0:53   enhanced-mode: fake-ip   default-nameserver:     - 9.9.9.9     - 108.61.10.10   nameserver:     - https://dns.quad9.net/dns-query     - tls://dns.quad9.net   fallback:     -
http://139.180.196.78:9999/config_ss.yaml,http://139.180.196.78:9999/config_ss.yaml,提取成功,1,200,1.26,否,3,1,1/3,2026-09-02 22:04:30,
